712酱,1595289987,119,1,100,不要把生活过的跟草稿似的🙏🙏🙏求你了大姐🙏🙏🙏🙏🙏🙏🙏🙏🙏,最近循环的歌不是出山就是下山，莫非我潜意识告诉我应该出家?,2044865498,2,2019-12-11 00:29:05
艰苦奋斗的一匹马,545382220,16,1,430900,灿鸾mua～,人身攻击大可不必,2044882308,2,2019-12-11 00:28:35
艰苦奋斗的一匹马,545382220,16,1,430900,灿鸾mua～,过分了,2044892223,1,2019-12-11 00:28:06
BGJung,1884179242,119,1,130100,不用看这些，想知道什么直接问便好。,今年几场演唱会花粥已有所不同，以及其他种种，懂得人自然懂，有心之人也自然明白。本来实在觉得解释这种东西，解释只用眼睛便可看到的东西毫无意义，可看到这一串串评论实在可爱，真的像以前的自己。,2044889238,0,2019-12-11 00:28:02
BGJung,1884179242,119,1,130100,不用看这些，想知道什么直接问便好。,不用组团来，水平都一样。本来没兴趣再回复，可又越想越可爱，根本对你憋不出半点气，人都是有经历成长的，就像看到过去的自己。我从一开始一个字都未提花粥做什么事，也并没有颠倒是非她做过不合适的地方，你就没想想我只是希望花粥能做一个更好的自己，,2044836054,0,2019-12-11 00:25:22
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,写一个删一个,2044821115,0,2019-12-11 00:23:24
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,我已经什么评论都发不出来了。。。,2044858770,0,2019-12-11 00:23:01
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,任其发展任其膨胀就是对原创者原创精神的践踏，结果就是抄袭者大行其道，将原创者赶尽杀绝。这种法律不好定界但极其明显的抄袭，还要求围观群众冷静就是为虎作伥，劝导平息风波的人不是蠢就是坏,2044834055,1,2019-12-11 00:22:14
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,网易云大大真的秀，下一段竟然发不出来(•ิ_•ิ)呵呵,2044859748,0,2019-12-11 00:21:59
你的一个野马哥哥,391987359,119,1,100,,带头盔兄弟,2044802151,0,2019-12-11 00:21:46
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,任其发展任其膨胀就是对原 创者原 创精神的践踏，结果就是c x者大行其道，将原 创者赶尽杀绝。这种法律不好定界但极其明显的c x，还要求围观群众冷静就是为 虎 作 伥，劝导平息风波的人不是蠢就是坏,2044851903,0,2019-12-11 00:21:11
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,任其发展任其膨胀就是对原创者原创精神的践踏，结果就是c x者大行其道，将原 创者赶尽杀绝。这种法律不好定界但极其明显的Copy，还要求围观群众冷静就是为 虎 作 伥，劝导平息风波的人不是蠢就是坏,2044833026,0,2019-12-11 00:20:29
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,任其发展任其膨胀就是对原创者原创精神的践踏，结果就是cx者大行其道，将原创者赶尽杀绝。这种法律不好定界但极其明显的cx，还要求围观群众冷静就是为虎作伥，劝导平息风波的人不是蠢就是坏,2044821059,0,2019-12-11 00:19:15
李富众,1290393895,13,1,429004,一位励志要超过幼稚园杀手的中学生,都有啊，你想想，她删除的话一天几千条，人都删废了，你那边应该是被系统和谐了，我这边看你的还没和谐，我遇到过这情况，过几天我也会看不到你发的，因为被系统彻底删除了,2044840936,0,2019-12-11 00:18:39
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,看似理性客观实则充满煽动性，为什么要将某些人塑造成一个被网络暴力的受害者，喜不喜欢的确是个人的事，他人无权评价。对歌曲范围以外的人身攻击言论的确不应该出现，但对于cx范围以内的评价只是在陈述事实，根本算不上人身攻击，如果对于这种明目张胆的cx不去评论不去制止，任其发展任其膨胀就是对,2044795121,8,2019-12-11 00:14:58
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,我发了十几条，就剩下这些了[汗],2044787154,1,2019-12-11 00:13:57
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,看似理性客观实则充满煽动性，为什么要将花粥塑造成一个被网络暴力的受害者，喜不喜欢的确是个人的事，他人无权评价。对歌曲范围以外的人身攻击言论的确不应该出现，但对于抄袭范围以内的评价只是在陈述事实，根本算不上人身攻击，如果对于这种明目张胆的抄袭不去评论不去制止，任其发展任其膨胀就是对,2044862244,1,2019-12-11 00:13:13
李富众,1290393895,13,1,429004,一位励志要超过幼稚园杀手的中学生,没删除，我看到了(*^▽^)/★*☆,2044808961,1,2019-12-11 00:12:36
金森静奈,1606726861,119,2,440100,,抄袭就是可耻，一句话完事，你有什么好说的,2044784182,0,2019-12-11 00:10:28
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,我什么都不想说，自己看https://www.zhihu.com/answer/604053571,2044812836,3,2019-12-11 00:07:04
楚王妃-汉河梦,333207882,20,0,230800,,没才华不叫烂，你没才华叫普通人，不叫烂人,2044784110,0,2019-12-11 00:06:42
楚王妃-汉河梦,333207882,20,0,230800,,还可以吧，和你屁眼差不多烂吧,2044827737,0,2019-12-11 00:06:02
蒲醇,1375054149,119,1,340100,,我也来站个位吧，脾气好的，只不过把苦让自己吃罢了，人有情绪，有的人只不过自己吃罢了，不想让心爱之人受委屈罢了。为一人吃天下苦，被一人伤放弃世界,2044824717,0,2019-12-11 00:04:26
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,网易云了不起，什么都不能说，🌶️是真的🐃🍺，把👴🏻都给整笑了,2044782082,4,2019-12-11 00:04:22
瘳云皎,1823333844,19,2,420100,,花谢花飞花满天，粥香饧白杏花天。抄尽陶诗独倚阑，袭袭馨香醉蜜蜂。,2044793947,0,2019-12-11 00:03:35
瘳云皎,1823333844,19,2,420100,,她标榜自己“原创”的作品都是搬运别人，基本一样的歌词，很多歌她自己本人也发了声明承认chaoxi，亲自道歉,2044810662,1,2019-12-10 23:58:18
Mars沐玖,1649837725,119,2,350900,别久,整天巴拉巴拉版权，艾辰多少歌翻唱没经过作者同意怎么没见你们去说过,2044820650,1,2019-12-10 23:57:59
Mars沐玖,1649837725,119,2,350900,别久,支持你哦，超讨厌键盘侠,2044795839,0,2019-12-10 23:56:16
李見生,2071499485,119,1,140800,土肥圆宅。,看了评论。咋这多事多bb的。爱听就听，不爱听就g。事多，[奸笑][奸笑][奸笑]（网恋找我）,2044857365,1,2019-12-10 23:56:00
不抖腿怎么听音乐啊丶,270200768,22,1,500101,没有故事，有的只是曾经,这一条引起广泛套路  至少值个5块8块的吧！您老也算小有收获  下次洗地记得带上我啊，  混个早餐钱嘛,2044799720,0,2019-12-10 23:53:35
不抖腿怎么听音乐啊丶,270200768,22,1,500101,没有故事，有的只是曾经,一条几毛   还缺人吗？,2044855310,0,2019-12-10 23:51:08
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,网易云大大你删评论的样子真是像极了爱情,2044783855,0,2019-12-10 23:50:55
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,哈，还真是刚发就删啊,2044791722,1,2019-12-10 23:50:05
sunwenqu,254055111,119,0,100,,对啊，同问,2044829413,0,2019-12-10 23:46:23
你看到了一个ID_,535607424,15,1,620900,愿你遇良人，与你欢喜城，长歌暖浮生。,借用某网友的一句话你知道当初中国也是原创游戏产业大国嘛？你知道为什么后来中国游戏开始变得萎靡不振的嘛？你知道为什么很多游戏制作人抱着理想结果让作品胎死腹中嘛？你知道为什么现在中国游戏做不到日本，韩国，美国那些国家那么出色嘛？你知道吗？你不知道，因为你只知道好听就行(转，侵删),2044842314,5,2019-12-10 23:44:24
蜜桃乌龙茶Tea,426130792,119,2,120101,放弃的就大可不必再争是非,突然想知道一下，出山是今年年初那阵子突然火的吗🤔🤔,2044806448,0,2019-12-10 23:43:02
格雷森贤儿,301074265,119,2,510100,这个人竟然没有签名,你睁大眼睛看看她做得什么事？恶意？你还是好好读书吧,2044835200,1,2019-12-10 23:36:26
-璐璐吖-,48705770,19,2,440100,ɢɪᴠᴇ ᴍᴇ ʏᴏᴜʀ ʟᴏᴠᴇ.,版权意识都没有，跟你没什么好扯的，就是要dis你这种人而已,2044822247,0,2019-12-10 23:34:42
庸容华贵,1490118049,16,1,610100,我从灯火阑珊走来  。。，。。。,上山,2044750162,0,2019-12-10 23:32:20
故梦已逝-只是空城,558599347,15,2,640300,海阔凭鱼跃，天高任鸟飞！,道德绑架歌迷？,2044735169,2,2019-12-10 23:29:26
故梦已逝-只是空城,558599347,15,2,640300,海阔凭鱼跃，天高任鸟飞！,我来听歌，不是看你们在这叫，真的好烦啊，本来抄不抄袭就不关我的事，你们总那几句是不是太道德绑架歌迷了？,2044766048,0,2019-12-10 23:29:10
无水硫酸铜or,475949118,18,1,330200,,上去！！！！！,2044743927,0,2019-12-10 23:21:54
南城北兮,1404240797,19,1,530100,,出山，下山，上山,2044754921,0,2019-12-10 23:20:33
南城北兮,1404240797,19,1,530100,,多了这么多儿子,2044746940,0,2019-12-10 23:19:32
南城北兮,1404240797,19,1,530100,,牛逼,2044721999,0,2019-12-10 23:18:02
南篱浊酒,1503529016,119,1,360700,怦然而梦 你与二十八宿皆回眸,好听,2044756831,0,2019-12-10 23:16:15
盖世染溪,494052583,119,1,150700,,她公司把这歌版权买断了[哀伤],2044706987,0,2019-12-10 23:10:23
bulingbuling的梦,295635020,-83,1,150700,,是的,2044772498,0,2019-12-10 23:05:53
ParzivalXie,1635492483,119,1,440300,,super love,2044758594,1,2019-12-10 23:05:03
棠前听雪,425637507,119,1,100,几时归去，做个闲人。对一张琴，一壶酒，一溪云。,《Anders Als Ihr》，我刚发的评论就被删了，花翻译实锤！,2044765514,1,2019-12-10 23:02:39
江天顺,1924970386,119,1,340100,,半半歌,2044725689,0,2019-12-10 23:00:24
汐泠弋笙,418065969,119,2,500101,物是人非事事休，欲语泪先流。,我的手机铃声呀，但为什么没有了,2044716737,0,2019-12-10 22:59:56
棠前听雪,425637507,119,1,100,几时归去，做个闲人。对一张琴，一壶酒，一溪云。,来看看花翻译的《Anders Als Ihr》，署名都改了，抄袭实锤！以前挺喜欢听花粥的歌，但自从知道她抄袭之后，听她的歌却总是恶心。,2044768366,3,2019-12-10 22:58:41
魔道之弑,1837138452,12,1,370500,你仿佛在逗我笑,你恰烂钱？,2044779228,0,2019-12-10 22:58:33
哲别君,486484423,119,1,421200,,外国的，度娘吧！,2044744534,0,2019-12-10 22:57:42
李富众,1290393895,13,1,429004,一位励志要超过幼稚园杀手的中学生,你们说的抄的原曲是什么(ﾟoﾟ;？局外人不懂,2044737537,2,2019-12-10 22:56:48
魔仙堡驻华大使,1694348526,119,0,100,,同城冲冲冲!!,2044738352,0,2019-12-10 22:47:40
洪世小贤,564403951,119,2,310101,,写书写书！,2044731303,2,2019-12-10 22:45:30
雪舞成阵,1307618080,119,0,320100,,？宁版权意识有够差，祝你所有工作创意被你同事抄个遍还比你受欢迎,2044735211,0,2019-12-10 22:41:26
在下灬猫子桔,1321700226,119,1,350200,,·-·这这这……我我我……这确实是我的评论,2044660140,0,2019-12-10 22:38:45
fjchdfjj,2071598885,119,0,100,,“管他抄袭不抄袭，好听就行”是是，你的孩子管他是不是你的，好看就行😒,2044718200,0,2019-12-10 22:35:38
oldmotorman,396125467,119,0,610100,,beats好听，唱的不好听既然抄了，就别怪别人骂不好,2044708230,0,2019-12-10 22:33:15
一佛一悟一禅道,1356521059,119,1,100,若我曾被珠玉珍视，何须与草芥为友邻,对不起哦，我智商低，看不懂你打的比方和我说的有什么关系,2044688838,2,2019-12-10 22:32:14
oldmotorman,396125467,119,0,610100,,Anders Als Ihr 这是原曲伴奏也是版权方规定不能商用的,2044669878,3,2019-12-10 22:26:53
金月女弓,2060816790,119,2,100,,抄谁了？一脸懵逼,2044692600,1,2019-12-10 22:21:48
少年狗儿2,1532439162,119,2,460200,,我在十点差三分的时候开始想你为什么没有了，好喜欢,2044655871,1,2019-12-10 22:20:55
金月女弓,2060816790,119,2,100,,用着女孩子的头像，去看看她动态,2044687622,1,2019-12-10 22:18:41
fjchdfjj,2071598885,119,0,100,,“管它抄袭不抄袭，好听就行”是是，你的孩子管他是不是你的，好看就行😒,2044651630,6,2019-12-10 22:08:50
白麟兮,1889647987,119,1,411500,,然后是移山再后来是造山然后是。。。吃山？[大哭],2044658532,0,2019-12-10 22:07:37
艾佛森a,1866203366,119,0,100,,但是这首歌是抄袭的。,2044652557,0,2019-12-10 22:05:20
姜辰夏栀,1513196564,12,1,310101,,那叫戏腔谢谢,2044657551,0,2019-12-10 22:05:04
狗屁爱情cx,1752633755,119,1,330700,,去年下山今年出山那后年是不是要开山了啊,2044624751,4,2019-12-10 22:02:45
姜辰夏栀,1513196564,12,1,310101,,管他的好听就行原版还没这好听,2044691267,0,2019-12-10 22:02:25
Haiku-,83649965,21,1,440600,,秀,2044625515,2,2019-12-10 21:51:50
Cococicici,2007545604,9,2,1007800,越南女画家,有,2044655210,0,2019-12-10 21:44:59
星夜暗,596756757,119,1,321300,,打个比方，如果你的孩子是别人的，你会原谅奸夫吗？,2044613928,0,2019-12-10 21:39:55
日天大欧巴,565584174,119,0,371000,,你还有网费嘛,2044627275,2,2019-12-10 21:36:54
lIlIlIlIlIlIll_,2055102461,119,0,450500,,fpx夺冠咯不可惜不可惜,2044580945,0,2019-12-10 21:26:44
lIlIlIlIlIlIll_,2055102461,119,0,450500,,可惜啥，fpx夺冠咯，想必你也知道啦(^o^),2044606739,0,2019-12-10 21:25:40
轩辕路飞,268810180,21,1,430100,我是要成为海贼王的男人！,随便抄抄我凑凑热闹[大哭],2044587773,6,2019-12-10 21:25:08
